1,Morning. #WeTheNorth https://t.co/Hw4kdbufBY
1,"Past 👊🏾 Present. Welcome back, @mrvincecarter15. #WeTheNorth https://t.co/DKMbue0Ekh"
1,That's gonna be a popular cast at school tomorrow. 🖊 #WeTheNorth https://t.co/U41PqsOD8L
1,Tonight's @BICRazors starting lineups. #WeTheNorth https://t.co/6nbS4UNLoT
1,Superman in the house tonight. #RTZ #WeTheNorth https://t.co/FRsE19Lkbx
1,Patterson called bank! #NBAVine #WeTheNorth https://t.co/691Ls7cm4C
-1,"Q9. Can you RT “I want to WIN FREE @Raptors tix from @MapleLeafFoods, the #OfficialProtein of the #Toronto Raptors!… https://t.co/TS77rxDbmU"
1,"Pascal Siakam sends one into the stands! 

#WeTheNorth https://t.co/OQIHVTT4NB"
-1,Next question will be for 2 tickets to a @Raptors home game! RT if your twitter fingers are ready for this one! #OfficialProtein #WeTheNorth
-1,Tonight's By The Numbers presented by @SentryInvest. #WeTheNorth https://t.co/YvdX8IvpaV
1,"ICYMI: @stackmack recaps last night's win in which the Raps shot 55% from 2 &amp; 68% from 3. #WeTheNorth 

Game Rap: https://t.co/qs3CtzJWM1"
-1,"Can we get a RT if you're ready to WIN FREE @Raptors tickets tonight with the #OfficialProtein of the Raptors, @MapleLeafFoods! #WeTheNorth"
-1,"Q3. Hot Dogs, Chicken Fingers, or Wings? What’s your pick when you’re watching the @Raptors? #OfficialProtein… https://t.co/IMvWpzWUze"
-1,"Hey @Raptors fans, want to WIN FREE TIX to a home game? Join the #OfficialProtein Twitter party happening NOW! #WeTheNorth #RTZ"
-1,Looking for the tastiest ideas &amp; recipes while you watch the @Raptors play? Don't forget to visit appehtite.ca! #OfficialProtein #WeTheNorth
1,"RT @Raptors: Past 👊🏾 Present. Welcome back, @mrvincecarter15. #WeTheNorth https://t.co/DKMbue0Ekh"
1,"RT @Raptors: Past 👊🏾 Present. Welcome back, @mrvincecarter15. #WeTheNorth https://t.co/DKMbue0Ekh"
1,"RT @Raptors: Past 👊🏾 Present. Welcome back, @mrvincecarter15. #WeTheNorth https://t.co/DKMbue0Ekh"
1,"RT @Raptors: Past 👊🏾 Present. Welcome back, @mrvincecarter15. #WeTheNorth https://t.co/DKMbue0Ekh"
1,"RT @Raptors: Past 👊🏾 Present. Welcome back, @mrvincecarter15. #WeTheNorth https://t.co/DKMbue0Ekh"
